Token_Name,txhash,timestamp,from_account,to_account,quantity
0x,0xa92ed66f2c8113a1f12f5d7620923c18e6e7a3f30a6712c47e70eb4ac494fbe4,2017-08-15 15:02:14,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,11813.7500000025
0x,0xa92ed66f2c8113a1f12f5d7620923c18e6e7a3f30a6712c47e70eb4ac494fbe4,2017-08-15 15:02:14,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0x9c1e60b0be8174c63de5b9d90dcb5f703209d3c4,11813.7500000025
0x,0xd6b199337ec7ad4658170e408aeab6c45a60bdf763f1f1bd0e9d339dc741e985,2017-08-15 15:02:14,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,39441.5038875082
0x,0xd6b199337ec7ad4658170e408aeab6c45a60bdf763f1f1bd0e9d339dc741e985,2017-08-15 15:02:14,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0x38830f558fbab94e96b685599f760aa7330245d4,39441.5038875082
0x,0x9d3f98b37fe29a2bfcb60b611768d44b4bd510c2a560ae7b86ad62749cc12e0d,2017-08-15 15:02:14,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,11813.7500000025
0x,0x9d3f98b37fe29a2bfcb60b611768d44b4bd510c2a560ae7b86ad62749cc12e0d,2017-08-15 15:02:14,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0x1bcd7fc3aa5ea863d52a54827f21f42e1ac2ef47,11813.7500000025
0x,0xde3ca9ca5f235ff462de65e3cdee325550c6d9c4c81c0f492b83a0a4bac3d673,2017-08-15 15:02:14,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,39441.5038875082
0x,0xde3ca9ca5f235ff462de65e3cdee325550c6d9c4c81c0f492b83a0a4bac3d673,2017-08-15 15:02:14,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0xc34800f29b0fdc411661160a1a55d80ea6629cbc,39441.5038875082
0x,0x517cf34ba1d4db8df65ee79bdb14c29c04c427b10a0e206873ebbbd5d0f31fa3,2017-08-15 15:02:14,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,23627.5000000049
0x,0x517cf34ba1d4db8df65ee79bdb14c29c04c427b10a0e206873ebbbd5d0f31fa3,2017-08-15 15:02:14,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0xe5c4d74cff71c41de1966a2500746322baaeb68d,23627.5000000049
0x,0x35a4d54e0b6ead5ce115dda6b129444f482735991b629362cf23777857e7ffeb,2017-08-15 15:02:14,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,11813.7500000025
0x,0x35a4d54e0b6ead5ce115dda6b129444f482735991b629362cf23777857e7ffeb,2017-08-15 15:02:14,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0x87e218b058b512a8860278b41b284fcdac32122c,11813.7500000025
